variable,init_yr,last_yr,country,unit,val_init,val_2010,val_prewar,val_last,unit_clean
median_hourly_earnings,2006,2022,Germany,current_PPS,110.30710997030651,107.4021778276428,NA,103.20007044023455,current PPP/PPS
median_hourly_earnings,2006,2022,Hungary,constant_PPS,33.964186426363455,41.050526895426266,NA,52.76125932489777,constant PPP/PPS
median_hourly_earnings,2006,2022,Hungary,constant_euro_2006,19.75430090243624,20.893645019452663,NA,32.97715953617851,constant price
median_hourly_earnings,2006,2022,Hungary,current_PPS,33.964186426363455,41.050526895426266,NA,52.76125932489776,current PPP/PPS
median_hourly_earnings,2006,2022,Latvia,constant_PPS,26.00861122739544,22.894965266720867,NA,53.17810900353691,constant PPP/PPS
median_hourly_earnings,2006,2022,Latvia,constant_euro_2006,13.71356313361392,15.690387371385487,NA,27.63575243958551,constant price
median_hourly_earnings,2006,2022,Latvia,current_PPS,26.00861122739543,22.894965266720867,NA,53.17810900353691,current PPP/PPS
median_hourly_earnings,2006,2022,Lithuania,constant_PPS,30.292382488378212,33.17582546610826,NA,69.79254619501148,constant PPP/PPS
median_hourly_earnings,2006,2022,Lithuania,constant_euro_2006,15.16766198947482,15.339765291139374,NA,33.83074045636013,constant price
median_hourly_earnings,2006,2022,Lithuania,current_PPS,30.292382488378212,33.17582546610826,NA,69.7925461950115,current PPP/PPS
median_hourly_earnings,2006,2022,Netherlands,constant_PPS,91.56561070350688,100.98575444079108,NA,96.4113756738256,constant PPP/PPS
median_hourly_earnings,2006,2022,Netherlands,constant_euro_2006,90.42662061274972,103.01921437436684,NA,94.98104958550412,constant price
median_hourly_earnings,2006,2022,Netherlands,current_PPS,91.56561070350688,100.98575444079108,NA,96.4113756738256,current PPP/PPS
median_hourly_earnings,2006,2022,Poland,constant_PPS,41.46078613308331,49.071056128990904,NA,66.87459844453745,constant PPP/PPS
median_hourly_earnings,2006,2022,Poland,constant_euro_2006,22.962512285877462,26.283442479882336,NA,37.931219957690175,constant price
median_hourly_earnings,2006,2022,Poland,current_PPS,41.46078613308331,49.071056128990904,NA,66.87459844453745,current PPP/PPS
median_hourly_earnings,2006,2022,Romania,constant_PPS,21.265864474164506,28.509335730216108,NA,59.13310441266758,constant PPP/PPS
median_hourly_earnings,2006,2022,Romania,constant_euro_2006,10.39009652321618,13.631926194581736,NA,31.134095877661633,constant price
median_hourly_earnings,2006,2022,Romania,current_PPS,21.265864474164506,28.50933573021611,NA,59.13310441266758,current PPP/PPS
median_hourly_earnings,2006,2022,Slovakia,constant_PPS,28.303488688636214,42.80046054638582,NA,58.00165528493275,constant PPP/PPS
median_hourly_earnings,2006,2022,Slovakia,constant_euro_2006,22.06986025955402,25.79680765100018,NA,37.20559642045828,constant price
median_hourly_earnings,2006,2022,Slovakia,current_PPS,28.303488688636207,42.80046054638582,NA,58.00165528493276,current PPP/PPS
median_hourly_earnings,2006,2022,Slovenia,constant_PPS,56.14800188502426,62.41430021755752,NA,73.48464334867252,constant PPP/PPS
median_hourly_earnings,2006,2022,Slovenia,constant_euro_2006,38.831495521299736,45.11728508796307,NA,52.729527860825165,constant price
median_hourly_earnings,2006,2022,Slovenia,current_PPS,56.14800188502426,62.41430021755752,NA,73.4846433486725,current PPP/PPS
median_hourly_earnings,2006,2022,Sweden,constant_PPS,90.64765971901056,93.91310593482956,NA,90.63503012696886,constant PPP/PPS
median_hourly_earnings,2006,2022,Sweden,constant_euro_2006,101.26630091327031,106.3528562281685,NA,116.04061352011824,constant price
median_hourly_earnings,2006,2022,Sweden,current_PPS,90.64765971901056,93.91310593482956,NA,90.63503012696886,current PPP/PPS
average_annual_wages,2004,2024,Bulgaria,eur_constant_2021,10.969416137792296,15.584504941187584,25.49430140550424,28.57867516674122,constant price
average_annual_wages,2004,2024,Croatia,eur_constant_2021,43.06786813919463,41.35323940939863,38.55833123516915,45.74142355528336,constant price
average_annual_wages,2004,2024,Czechia,eur_constant_2021,35.73347924257078,38.85805774968528,45.2734146195132,43.87415427993255,constant price
average_annual_wages,2004,2024,Czechia,usd_ppp_const,46.58678071406853,50.74711541724625,59.1310581064425,57.304633076742945,constant PPP/PPS
average_annual_wages,2004,2024,Estonia,eur_constant_2021,31.122077451486568,39.36061298934939,54.254631823477155,51.28262965188762,constant price
average_annual_wages,2004,2024,Estonia,usd_ppp_const,35.151802854711434,44.53318435463798,61.390452739117315,58.02870648627326,constant PPP/PPS
average_annual_wages,2004,2024,Hungary,eur_constant_2021,31.439238257730505,30.74406956768252,33.40463003412263,37.331412451752314,constant price
average_annual_wages,2004,2024,Hungary,usd_ppp_const,43.80046750876346,42.90530070845377,46.62280510405593,52.10444148125793,constant PPP/PPS
average_annual_wages,2004,2024,Latvia,eur_constant_2021,22.036699887566733,29.820093834629596,43.25274775566242,49.039042736404525,constant price
average_annual_wages,2004,2024,Latvia,usd_ppp_const,30.43094738594646,41.249703826824664,59.8367001511476,67.84291601148502,constant PPP/PPS
average_annual_wages,2004,2024,Lithuania,eur_constant_2021,31.982372963048487,36.66545809183914,55.97361153171855,56.793975319350466,constant price
average_annual_wages,2004,2024,Lithuania,usd_ppp_const,44.27002730164502,50.839242075047416,77.61888940132127,78.75804848354228,constant PPP/PPS
average_annual_wages,2004,2024,Poland,eur_constant_2021,28.541725404764215,30.918726542392992,37.605290442096454,39.64125299710214,constant price
average_annual_wages,2004,2024,Poland,usd_ppp_const,47.30689570461196,51.33442566214748,62.4421976787998,65.82413939759009,constant PPP/PPS
average_annual_wages,2004,2024,Romania,eur_constant_2021,14.949810763150516,20.01395259113655,34.31955668936547,39.48651838582161,constant price
average_annual_wages,2004,2024,Slovakia,eur_constant_2021,29.530082927600624,35.868539196806054,40.32881830302833,40.25146742731394,constant price
average_annual_wages,2004,2024,Slovakia,usd_ppp_const,39.365863601973274,47.897368154847264,53.85866732260642,53.75642889651898,constant PPP/PPS
average_annual_wages,2004,2024,Slovenia,eur_constant_2021,57.06309747039457,62.86813182195506,68.24525217545418,73.32240127079713,constant price
average_annual_wages,2004,2024,Slovenia,usd_ppp_const,71.45054017976538,78.8539758145913,85.60667360651446,91.97725311151682,constant PPP/PPS
gni_per_cap,2004,2024,Bulgaria,usd_constant,12.41644353322557,15.716017752861644,20.82463265256564,22.51021420471745,constant price
gni_per_cap,2004,2024,Bulgaria,usd_ppp_const,28.73142573226935,36.38612160219539,48.252212485618934,52.15024123065869,constant PPP/PPS
gni_per_cap,2004,2024,Bulgaria,usd_ppp_current,29.43072514343805,36.632576746337165,48.24867913133148,54.81009237891815,current PPP/PPS
gni_per_cap,2004,2024,Croatia,usd_constant,28.272206437121447,28.954047557063586,34.098827779132876,39.81117450903878,constant price
gni_per_cap,2004,2024,Croatia,usd_ppp_const,49.39794620229976,50.616460102372415,59.65798242117012,69.64194858817923,constant PPP/PPS
gni_per_cap,2004,2024,Croatia,usd_ppp_current,45.61604337484544,48.64325764677558,59.661472344429065,68.41289824159068,current PPP/PPS
gni_per_cap,2004,2024,Czechia,usd_constant,37.15647728652906,38.285063529074655,44.277844729668374,43.95034613563459,constant price
gni_per_cap,2004,2024,Czechia,usd_ppp_const,63.12286360061199,65.075097595036425,75.32142981960753,74.75344190478513,constant PPP/PPS
gni_per_cap,2004,2024,Czechia,usd_ppp_current,63.223899341435114,64.982788121747,75.32768208929275,75.37247333412081,current PPP/PPS
gni_per_cap,2004,2024,Estonia,usd_constant,30.089911938540723,33.601463650324035,46.71195874338039,44.31479974563598,constant price
gni_per_cap,2004,2024,Estonia,usd_ppp_const,45.19438467185456,50.49577622759132,70.25408188647796,66.63909439766827,constant PPP/PPS
gni_per_cap,2004,2024,Estonia,usd_ppp_current,43.37159494822449,51.17050508624283,70.26254484535755,67.23004555788003,current PPP/PPS
gni_per_cap,2004,2024,Hungary,usd_constant,27.799374514343388,27.263157038219425,33.58505663925771,33.51967325875577,constant price
gni_per_cap,2004,2024,Hungary,usd_ppp_const,50.628071872938456,49.678194670119105,61.24665455983781,61.118526383628485,constant PPP/PPS
gni_per_cap,2004,2024,Hungary,usd_ppp_current,48.27144714718571,51.77103913126475,61.25244494028051,65.04314350311265,current PPP/PPS
gni_per_cap,2004,2024,Latvia,usd_constant,22.796561850605723,26.63884660314075,37.08055909311253,37.77652714353881,constant price
gni_per_cap,2004,2024,Latvia,usd_ppp_const,36.10361694169172,42.21143085173702,58.8040931805582,59.89907625723134,constant PPP/PPS
gni_per_cap,2004,2024,Latvia,usd_ppp_current,35.02604023515505,41.386804602760705,58.80104838952982,58.67499475243785,current PPP/PPS
gni_per_cap,2004,2024,Lithuania,usd_constant,22.956425002333987,26.919185438825252,38.94375910893967,40.044832358849554,constant price
gni_per_cap,2004,2024,Lithuania,usd_ppp_const,42.37046832401812,49.71119673632565,71.97419247198886,73.99838171190603,constant PPP/PPS
gni_per_cap,2004,2024,Lithuania,usd_ppp_current,38.91431004465331,46.54138848919885,71.98339275515605,74.1621124484634,current PPP/PPS
gni_per_cap,2004,2024,Poland,usd_constant,21.085252312087373,25.957819916884343,35.27101734080501,38.50630421927547,constant price
gni_per_cap,2004,2024,Poland,usd_ppp_const,38.045755760212,46.86287457356419,63.72727122869656,69.56262872047326,constant PPP/PPS
gni_per_cap,2004,2024,Poland,usd_ppp_current,41.063922622262105,50.77014905622821,63.73631031951796,68.13781622212309,current PPP/PPS
gni_per_cap,2004,2024,Romania,usd_constant,13.00893494474433,18.333123120454356,27.53761051375758,30.37573270229076,constant price
gni_per_cap,2004,2024,Romania,usd_ppp_const,28.23920312845549,39.81809210247267,59.85726531193417,66.01675791970293,constant PPP/PPS
gni_per_cap,2004,2024,Romania,usd_ppp_current,27.217888666487816,43.21342898970238,59.85628531534965,65.90965186443557,current PPP/PPS
gni_per_cap,2004,2024,Slovakia,usd_constant,29.777549842816473,37.010767504335654,39.62698187841822,39.84250993377086,constant price
gni_per_cap,2004,2024,Slovakia,usd_ppp_const,45.36645835215071,56.416651203171966,60.45285766328894,60.77281312891608,constant PPP/PPS
gni_per_cap,2004,2024,Slovakia,usd_ppp_current,46.0902226199062,62.155273659768795,60.45695864235479,64.69929097877817,current PPP/PPS
gni_per_cap,2004,2024,Slovenia,usd_constant,49.28252662374891,50.345425726892195,53.97787634224623,57.27282415331356,constant price
gni_per_cap,2004,2024,Slovenia,usd_ppp_const,67.35215336087106,68.8417392682885,73.86764224045191,78.3653095609242,constant PPP/PPS
gni_per_cap,2004,2024,Slovenia,usd_ppp_current,70.39981191668801,68.08554735436026,73.86658480738836,77.73817870154213,current PPP/PPS
